layer,L2,MAE,cosine_sim,min_a,min_b,max_a,max_b
model.layers.8.self_attn.o_proj.scales,0.344970703125,0.001979827880859375,0.99267578125,0.003875732421875,0.004093170166015625,0.08740234375,0.0843505859375
model.layers.8.self_attn.q_proj.scales,0.529296875,0.0029430389404296875,0.9609375,0.0022430419921875,0.0018310546875,0.0927734375,0.1112060546875
model.layers.8.self_attn.v_proj.scales,0.1302490234375,0.0019550323486328125,0.9443359375,0.002410888671875,0.0037021636962890625,0.0218505859375,0.0169219970703125
model.layers.9.mlp.down_proj.scales,1.22265625,0.0035800933837890625,0.99755859375,0.004119873046875,0.003124237060546875,0.0927734375,0.1104736328125
model.layers.9.mlp.gate_proj.scales,2.4296875,0.006565093994140625,0.9833984375,0.005462646484375,0.0085906982421875,0.06591796875,0.15380859375
model.layers.9.mlp.up_proj.scales,5.41015625,0.01617431640625,0.98828125,0.0050048828125,0.0087890625,0.058349609375,0.139404296875
model.layers.9.self_attn.k_proj.scales,0.203125,0.0028209686279296875,0.97607421875,0.0026702880859375,0.002269744873046875,0.036376953125,0.03704833984375
model.layers.9.self_attn.o_proj.scales,0.27490234375,0.0015773773193359375,0.9931640625,0.003936767578125,0.004360198974609375,0.1240234375,0.1478271484375
model.layers.9.self_attn.q_proj.scales,0.405029296875,0.0024204254150390625,0.970703125,0.002471923828125,0.002857208251953125,0.045654296875,0.061065673828125
model.layers.9.self_attn.v_proj.scales,0.1676025390625,0.0022373199462890625,0.9453125,0.002349853515625,0.004947662353515625,0.041748046875,0.03399658203125
